"project","relative_path","file_type","size_bytes","sha256","status","proposed_action","risk"
"NextGenTutors-BeyondInfinity","inc/ui-icons.php","php","6634","17AFB389D5E2693082B520BF8AA70BFE833145DBE3CB7884F34D2E58E921C141","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/widgets.php","php","4743","7CC361E982EE1A96E7C4689BABF0F60D40E0C971698C2DC23F474D9D991384E3","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/workflows.php","php","13023","97C38E26489CCFC7009788F4DFC6001B0230E398967A04D84E3E1A9A49EB75BB","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/bootstrap.php","php","1087","194FE7838F475CBA2D03DF64F05FDA0F1199A972B925C0DB4DD27172B4E31F4E","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/color-schemes.php","php","3133","210D60B0A7D3BF69284C3ABB6592F1919FAB18201C0926AEA7741F94A8BDD6BB","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/customizer-bridge.php","php","4427","849E55E1D6ECC3170B11A2BF026CDF886A3A7D11F4EA3378CCD63CB64F726293","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/home-sections.php","php","2322","CDE3CBA92A603DB453A47AFE4747C442255E139ACE726CBA5892302937BB1310","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/config/lists.php","php","2814","2C6764CFBBE735F46B55E1D57798E5224543E7183F74A101F4600AD12026F6DF","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/options-get.php","php","4107","70FF41F45DC15E3425AE8C84EA0A5AA5CB414EDE7FAE2B8A8B4F0FB52603DB37","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/options-loader.php","php","1057","5B3472B998EA22A666735AECADD6B36282A62572F527D3213E768D7CF3932257","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/config/options-schema.php","php","20166","86C322EB9FC4A44AA20975867A2F271F11A6D9BC3ABCA7FA7CE5C7A72ECE00CD","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/override-metabox.php","php","6215","F1A8C892287E8F4B1DF11A76DAD656D13075B4443EEFFAF8347F49B9FADDAF4C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/config/post-meta.php","php","2151","5EC3D94B15FC2EF550AED6EFEBD27328DC033DB5B8A4CDD68837B675DFC2D345","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/config/registry-defaults.php","php","566","4DE9B62BA00078508855ED44758BEFAC40B28F4F1D223B7E45F0306F18EF4AD2","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/config/storage.php","php","2140","BF1001AE420457A847F27C2787A81BB1732CC4A09C06392C4D3D2B07D9CE7907","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/config/theme-styles.php","php","4798","DD16C8D495478D8F72F56FDFD73F946016A1565465EF8527982096052884BF76","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/config/visual-presets.php","php","2882","ADC4D4B7F1A1CBE6528431E880F60F21E7068E79A5594FB7CC3289808A04575B","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/defaults/about.php","php","211","B7C81F3CADB4B3D8A803DF0E164590509FE04B1689EB2F176DDA7F8C338866AA","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/admin-dashboard.php","php","231","1615289DBCD48962EBAC60E05E2BACA159A72AD79E101E7D448E297620BF1A4A","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/become-a-tutor.php","php","229","97314ECC737E2B536686F09F74C3283AA5DF7B50C69EB44F3009F4F75D8865F5","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/blog.php","php","209","A2EA13B99D9242FADDB5F245E20155FA30ABFC5537434E545CEF37301BDACE97","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/child-safety.php","php","200","C8BE7F4723A12BE0A170C83A94EB0747EF7D91AFAB1A4826A041BF665ED0DA82","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/contact.php","php","215","7F2E274A747E2842FB5E8942894E89C1E3CD0EBDA10A2B492181881887FA05DA","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/find-a-tutor.php","php","225","1AE64D615E996A469159F1A4E3D53A0AAB4FD487407592D9B4DBDC6093E5E812","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/guarantee.php","php","219","2A0E45A9DC19987A702F7A85A6C5FE5B5B83ABCA36458DB8429DE0634EAC0FF3","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/home.php","php","210","6FF4EEF9B8EAD0488AB1F92A8C4E8B7265ED4D01FDC940B19070BB3304FCBD20","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/login.php","php","193","CB36C1AD3024C271F38DCAC23220648B25663EEEC1B1F43B8D467FAEA5004964","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/onboarding.php","php","221","25D9676F27262DC21067327AB9B5991B902C8589AD8432C300BCE736513E673C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/parent-checkout.php","php","190","2A36E2A76155F30ADA1225DFE077CC5AAEF286FB370FFC2D2F64B56ADB7E4872","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/parent-dashboard.php","php","226","D2A7902BF84DC777DC7E324627AFF8B9897594CB318B476CC3792D1B160AE8C4","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/pricing.php","php","215","13879A348A8016D1B9CB83FC4CA2DB0F6883C41DB24FF21C9AE1EE8817432E5D","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/privacy-policy.php","php","222","F85FA74EA8C7DBC70417C54B52318BA90923458178A6C61B2DB6BB7381F85263","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/register.php","php","196","F0080F7CA1B4D33400C98F2C6B0D6190BD8A1C63451999B1B2AA9F71AF866A6B","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/safety-guide.php","php","225","1E0B44F7EDBDF3B54E2042035F1ECD84B4FB7DCEA709FDC333048CE08EE30E4B","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/student-dashboard.php","php","227","92EFBDBE161CA8A2DB463D5E46B2A0C25AA0FE5C2734C8DDD5541604B5CE3C74","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/support.php","php","215","BC27CDC809BA6035441C1CD8449E2BA6DF77F533847E4B708A46CD11E2FAA8E7","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/terms.php","php","211","E49A654F31ADB310B29CCE411D33916050DF9ED4438B2136E501C28BCAFD367A","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/thank-you.php","php","197","1C80907C6324D7C3A54A6F1EBA1B021AA0778358E63806B0217F547F609F43AA","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/tutor-dashboard.php","php","231","80E6F2694237CE8D1B0072066102FB94888D20961E87BC43C77766711A0734EA","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/tutor-vetting.php","php","227","29B4DC2053A77F718C16609A91C998CB7CF89176C67922CF263D0640B0A0F4E1","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults/wordpress-setup.php","php","221","AA9774B300299CC3FEDCBB814BA659EF50216F3C77BD87C3299284B381A1088A","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/about.php","php","3955","B374A760659AC00A3DF0ED00E4CE89F0FC64A7D71B8D9B558ED0650A8CDD1142","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/admin-dashboard.php","php","2135","649B533658C26D4AF1A8E27DB9F03CA6D0059C4CFDCD682F47ED12AD92B83102","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/become-a-tutor.php","php","3710","8913763633EDD50FA52A0CD5B62E2178C8268798CD3A98FE2678F81D24BAF4E2","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/blog.php","php","3286","2A7B95A3C415492619865B43D59F584048D6BF6DFD9ADBF596900F9859476DCA","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/child-safety.php","php","2310","E20687872AB25413D406493286DAEFE4F3E91A529F99A0D68F3995CBFB3C052D","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/contact.php","php","2153","F67E4C1C41B32C6F917195F00751626DAC6FA75530710DE86962D21E58CC1926","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/find-a-tutor.php","php","3669","84744F14FEC261A2E381E401A15986EB9B87B40FD9D0F084D1067D6E71A09F0A","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/guarantee.php","php","4889","2018D44DED328EAD6336C511A1B30E6F4FD4E0F6536087833EA353083484B852","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/home.php","php","44825","293BAE5DD9BBF9B6ACED17950244779AEDC439F071630BFD3EADBBEA113B8332","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/login.php","php","714","8B0081F8755B62C2E3E08F3217C0199FD05918B8165DA89DFC942607C806FDAA","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/onboarding.php","php","2328","AD0802F1928A35B9B61BD149F429084FCF7402F8B4215717288D84AE3DBA7A8D","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/parent-checkout.php","php","909","FEB44566E6569D691F7DA468D249AA7AC3554126EB22D1BE2EB3C2B8D7CB95E8","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/parent-dashboard.php","php","2227","77E3703328009E44190238E7C2B01AF5E4CC1E5C5095EECB5C7FB767FDDEA3B4","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/pricing.php","php","10121","89C54181D8E38D0A82D7A435F0B06CC825862F9C85A7A06406366A9FF72A3C7D","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/privacy-policy.php","php","5047","B5F12461E6BE00B94C4428F7D88609D41646E2C1C6D50FE6A1F330540CDE1FFC","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/register.php","php","1655","2A45693CA375AFF327534530B277A678230A6F8AA10CAAA1C0E11A6ED868F478","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/safety-guide.php","php","7935","CEDC3A42DB32D20C86F249973EE2E769A3FF5418A7EEFEA5AC2F6AEEC68DB142","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/student-dashboard.php","php","2157","0B791ABDD46AAFCE3715641AAD9A3C7D8A22E6418A8C01F1E783482CB8296C98","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/support.php","php","3309","7E6853DA90CAD3F47F29FCF8A376670E5D1A9C95BE511F04903237460E43515F","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/terms.php","php","6663","AFE530F72400BE00E03547410DA8EBD1A8B5CA7449DA67D97F570C946766C2DC","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/thank-you.php","php","2381","11F58D4E39267A6BEA457466DC1785F8F91A0CE6E714489A26C3C442B8459350","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/tutor-dashboard.php","php","2488","D2CF54D4434EA506085C8831420D746FC55C30FD465C803ED2F8A39BA8F88E63","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/tutor-vetting.php","php","7689","3260AA1B6ACFF1DCB165437E861136FA10446FEFF5090BEC973DD70EC528E67B","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/defaults-production/wordpress-setup.php","php","7154","ACBDCD2774FEF4E5F64A0D7B6336F904261A03E5C3A117CBA4818AD708744FC3","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/ui-library/bootstrap.php","php","3630","BC67FAA530D829EB1F037BAD3B8D70564BF59EE55A9715BD288F99DAB38B32A9","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/ui-library/builders.php","php","2478","541F9E6F18792F03445C5A4185865419A28B42A8201B9D2CB5E030BCEB367F3C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/ui-library/component-loader.php","php","1272","17C88BF5DC7F561781E19EFFF8F12B22F20D1B44FB22A9C838E6E75D657294A2","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/ui-library/elementor-widget-base.php","php","4440","4E307632F3A5DAAEDDF679506EB95BD78ACF07B2FD0AE3B47299EE88DF876B18","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","inc/ui-library/elementor-widget.php","php","1978","F87D244C0A494D74E42C9650D8EC382765B9ADBA99D6979307F26F2CC1EA56CB","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","templates/full-width.php","php","406","A24605F8FB9430219C3868C9B5083423C86C4C23479EC5051E7A55931A01A640","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","templates/footer/default.php","php","4130","32497EEABD07CC5DF70B0FFFA0814CD20523D736F57E8BE2C20C6A8F573D279C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","templates/footer/minimal.php","php","662","E28CE9F96CED1D258E211F5B5A226EC62D1A6945EBA0B025931673E7832B7DEC","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","templates/header/default.php","php","2096","79CBF43056478F797683377FBCCF47BFB6C6C430F8F9617E97948AAEFF0FCB89","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","templates/header/minimal.php","php","1074","EF249A5F807B817653598238E867A81511B9A8D0BBC9EAD757CB9582BC2B5992","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","templates/header/transparent.php","php","2117","9E74B92E8471215BD4D39BAC45C4A2353ADFF0811B74934BA46D7978FAE57D1C","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","templates/tutor/calendar.php","php","1447","AEC7BF3848BD2912D7729529B2FE9C15471D9A739047A70415C64DAEB2A81FE0","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/content-page.php","php","809","FC577BD9A7B7FCA770321FDE0BDB4F3F041D30D928AE5C8297A1B3C6A3484FD1","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/content-post.php","php","1450","DBEC23F3AE0040908AE88F2A5C814DC9301F985D1E1677E913C0C05FBB22A80D","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/components/section-heading.php","php","867","A75EE7949BD94126D2DF6225B5250626F184C0D76CDEA3400FD4BB5F71955725","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/components/tutor-card.php","php","2175","7EFE28A14C2EB486D276F24DC2A9151D945BD9FF77721EB74090857E8872E287","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/final-cta.php","php","865","B62134B18C975AB119D1902FCE1E022AE324E3A0BCC130B3A9C4AC78457D5BB5","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/hero.php","php","5576","971F3BEB259BC16F5CBECD490073E488E3933AE2151C97B47278F2933199A6B7","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/how-it-works.php","php","1427","685ED986BF226E0B3692CE0A0E80C58EB0692E3C14D8C7800B4675E08581C97D","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/impact.php","php","1602","B19FE50AAF46C6406A4464B8FEEA17C13AABA928FE4219A0888607C32A80D7FE","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/mission.php","php","1541","F3F6BFA5C6D93174280297DDB4E41DAA86CC3A9EA084E566475504513162D911","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/services.php","php","2348","7DD7C30A19E9AA3B6355D155654451836DB1A62E03FFFA9E5D5A838544FF58B5","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/trust-strip.php","php","1098","67829AAFFCCB335D98CDDAB89FBE2AE9AD6E38DFDE27E1500971898DC36481A5","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/tutors.php","php","1242","93E1BD43ED143FD9C14D93A881CF658FD62269238C73A11328C8F267DE409238","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/sections/wp-banner.php","php","1796","0A3CCCB373F208E18D67242CD166D783DE016B9C90F2B9F3E72E5F6CBBBB2730","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/achievement-badge.php","php","929","D9C9C035752C25D266FD5F990DE813BB904F69FE4E29B699EEE7D8EB02E7674C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/booking-list.php","php","1416","35ACC28F9683F2E7B1CF5C4474F5C2A223502FBAA08554AE8646CF89A412BD17","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/calendar-grid.php","php","952","8CF6C36101D181CF08DAA24AA0CAEA890752737DBF9897CDEF2E2E674FE4F6A6","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/dashboard-kpi.php","php","673","711C2F77093191E83529A27093A3B9FFD3CC87823E2BF23D537F0E50F39AA03B","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/empty-state.php","php","466","153E1F4425DE7631B11CE0E2DEDEABED89C91085AEC887CCEFCFB77C85686205","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/hero.php","php","1562","B7E5A9974CA9584B6B7CA6A2F3C57518801D1447774E394C7F729747BE0813D6","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/pricing-card.php","php","1037","481F62A8FC0A6500FA8B69E4686E160A30E83C8D1812CDA9377B0359BF0D74D0","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/review-card.php","php","877","524FDD2FE8A966C6BB27124D7E4CFDD46AEBC65AF3B4540F1FF163BDD7B393DF","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/stats-band.php","php","962","38447DB4198D48469A268A514B59A9278510675A4A0F507A58F2C26C86492CF2","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/subject-card.php","php","648","726C4428A28E87215B3F232BB538BC4ACB09952C2954C9F7070639E14EB6087A","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","template-parts/ui-library/tutor-card.php","php","2054","539DAE96A1BE6E9643D71F5FC596DDA74E368963DBE4BAF41F3242C87F4C7FB3","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","page-templates/about.php","php","8067","4487CBF504C90827D7E118428EEC93D71950DBDD3282BE4D902170303C79060E","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/become-a-tutor.php","php","13494","40C07B8242EA57468044C3D50CAD34C2B6CF2AE54E5B9DCA6D9C578B7381444E","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/blog.php","php","6852","E6F8DCE5DF0BDDADD3FC71CE8857B0A58F5C2D15B09FC14B6E06B2CE65F21F15","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/contact.php","php","6472","6F9DCF0A7A783E97E625D7243E2171B4A160AF11B42FBF43A27BBFC029E66BDD","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/find-a-tutor.php","php","5025","36E83CEC3F6EDECA418A014400D96826A77E4BADB56E49E4C6C08E218C481EE0","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/guarantee.php","php","6539","91921E8CDDE3166537FAC82A939953D7FA0D9EE020537DBC134C26DB136F008A","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/onboarding.php","php","11429","036D96ED5BC427F3E664124CF8218C7F285AEBD4C3D4BB6B863A6C8585E8B210","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/pricing.php","php","11875","3971D03EDAAF3ED1E637312F2FB6BFA97B4620ED05EF78D1B7BAA9CDECD78B1A","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/privacy.php","php","10235","CC90D087328D54F2316090DBF1D55B38F27DCC9B7286B49B773250720ECBE266","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/safety-guide.php","php","8257","E9C4A5751C4A16BC69BC334962F166F8F93D0F1603094AF52F6B9434065A7646","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/support.php","php","7085","0D9F04C420B37660BCB35A1565ED627B1274FD34BA7938F90F8063C58265AE41","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/template-app.php","php","1104","BBA722E382BAEE8CB52677B565181A9D38351EA1378524565B617BA1C3DAB624","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","page-templates/template-full-width.php","php","1601","67A996103035A865DFD2ABA3A13498C972DB1E22613CDE526AE04DABD94F29AF","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","page-templates/template-home.php","php","1637","C0A706CFAFB3F0BD578199CD66EFE5E8D0E4164426E468596DC80957FDD1627E","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","page-templates/terms.php","php","10590","56AB2F88A1BA9670A3796F1806E7D12D9E3D788B303F48F0EE40FACAA52059EB","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","page-templates/tutor-vetting.php","php","6823","19040DE7B826E8533C643E347DC442BA0B62A2E29EB364C77FA6D20ACF5265C2","VERIFIED","Retain","low"
"NextGenTutors-BeyondInfinity","prototypes/about-body.php","php","6658","A30BF8D44DB7991BA142FA51114C8703A9B3631BDC3A120C3FB69E67EBD0C979","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","prototypes/admin-dashboard-body.php","php","5416","88896BCFDE49B89F51DBB298BC73341E142FFD2DBE73FBA3139789E3BAD5B83C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","prototypes/become-a-tutor-body.php","php","8270","0DACAD1BDE8A0575BCDF65239F6B78E48C4574A12BCFF6B962178C66D918A52C","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","prototypes/blog-body.php","php","11301","212F868444838D7A4943F1D12C19A7A1AAB9F14CB2D917B56BE2269F80D46DBB","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","prototypes/contact-body.php","php","6291","6565BC2A4654534E4671BF5A1E767CF4DBE52B44F3B84B4AA3EAB64A82F538A8","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-BeyondInfinity","prototypes/dashboard-body.php","php","8145","7ACCE3DE092C76DB00CA66D6D6CC94BD0E634BE5486CA127C04E21ECE357708D","DUPLICATE","CONSOLIDATE","low"
